,Province/State,Country/Region,Lat,Long,Date,Confirmed Cases (cumulative))
8288,Ontario,Canada,51.2538,-85.3232,2020-02-22,3
8289,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-22,0
8290,Quebec,Canada,52.9399,-73.5491,2020-02-22,0
8291,Saskatchewan,Canada,52.9399,-106.4509,2020-02-22,0
8292,,Central African Republic,6.6111,20.9394,2020-02-22,0
8293,,Chad,15.4542,18.7322,2020-02-22,0
8294,,Chile,-35.6751,-71.543,2020-02-22,0
8295,Anhui,China,31.8257,117.2264,2020-02-22,989
8296,Beijing,China,40.1824,116.4142,2020-02-22,399
8297,Chongqing,China,30.0572,107.874,2020-02-22,573
8298,Fujian,China,26.0789,117.9874,2020-02-22,293
8299,Gansu,China,35.7518,104.2861,2020-02-22,91
8300,Guangdong,China,23.3417,113.4244,2020-02-22,1339
8301,Guangxi,China,23.8298,108.7881,2020-02-22,249
8302,Guizhou,China,26.8154,106.8748,2020-02-22,146
8303,Hainan,China,19.1959,109.7453,2020-02-22,168
8304,Hebei,China,39.549,116.1306,2020-02-22,309
8305,Heilongjiang,China,47.862,127.7615,2020-02-22,479
8306,Henan,China,37.8957,114.9042,2020-02-22,1270
8307,Hong Kong,China,22.3,114.2,2020-02-22,69
8308,Hubei,China,30.9756,112.2707,2020-02-22,64084
8309,Hunan,China,27.6104,111.7088,2020-02-22,1013
8310,Inner Mongolia,China,44.0935,113.9448,2020-02-22,75
8311,Jiangsu,China,32.9711,119.455,2020-02-22,631
8312,Jiangxi,China,27.614,115.7221,2020-02-22,934
8313,Jilin,China,43.6661,126.1923,2020-02-22,91
8314,Liaoning,China,41.2956,122.6085,2020-02-22,121
8315,Macau,China,22.1667,113.55,2020-02-22,10
8316,Ningxia,China,37.2692,106.1655,2020-02-22,71
8317,Qinghai,China,35.7452,95.9956,2020-02-22,18
8318,Shaanxi,China,35.1917,108.8701,2020-02-22,245
8319,Shandong,China,36.3427,118.1498,2020-02-22,750
8320,Shanghai,China,31.202,121.4491,2020-02-22,335
8321,Shanxi,China,37.5777,112.2922,2020-02-22,132
8322,Sichuan,China,30.6171,102.7103,2020-02-22,526
8323,Tianjin,China,39.3054,117.323,2020-02-22,135
8324,Tibet,China,31.6927,88.0924,2020-02-22,1
8325,Xinjiang,China,41.1129,85.2401,2020-02-22,76
8326,Yunnan,China,24.974,101.487,2020-02-22,174
8327,Zhejiang,China,29.1832,120.0934,2020-02-22,1205
8328,,Colombia,4.5709,-74.2973,2020-02-22,0
8329,,Congo (Brazzaville),-0.228,15.8277,2020-02-22,0
8330,,Congo (Kinshasa),-4.0383,21.7587,2020-02-22,0
8331,,Costa Rica,9.7489,-83.7534,2020-02-22,0
8332,,Cote d'Ivoire,7.54,-5.5471,2020-02-22,0
8333,,Croatia,45.1,15.2,2020-02-22,0
8334,,Diamond Princess,0.0,0.0,2020-02-22,634
8335,,Cuba,21.521757,-77.78116700000002,2020-02-22,0
8336,,Cyprus,35.1264,33.4299,2020-02-22,0
8337,,Czechia,49.8175,15.473,2020-02-22,0
8338,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-22,0
8339,Greenland,Denmark,71.7069,-42.6043,2020-02-22,0
8340,,Denmark,56.2639,9.5018,2020-02-22,0
8341,,Djibouti,11.8251,42.5903,2020-02-22,0
8342,,Dominican Republic,18.7357,-70.1627,2020-02-22,0
8343,,Ecuador,-1.8312,-78.1834,2020-02-22,0
8344,,Egypt,26.820553000000004,30.802498,2020-02-22,1
8345,,El Salvador,13.7942,-88.8965,2020-02-22,0
8346,,Equatorial Guinea,1.6508,10.2679,2020-02-22,0
8347,,Eritrea,15.1794,39.7823,2020-02-22,0
8348,,Estonia,58.5953,25.0136,2020-02-22,0
8349,,Eswatini,-26.5225,31.4659,2020-02-22,0
8350,,Ethiopia,9.145,40.4897,2020-02-22,0
8351,,Fiji,-17.7134,178.065,2020-02-22,0
8352,,Finland,61.92411,25.748151,2020-02-22,1
8353,French Guiana,France,3.9339,-53.1258,2020-02-22,0
8354,French Polynesia,France,-17.6797,149.4068,2020-02-22,0
8355,Guadeloupe,France,16.265,-61.551,2020-02-22,0
8356,Mayotte,France,-12.8275,45.166244,2020-02-22,0
8357,New Caledonia,France,-20.904305,165.618042,2020-02-22,0
8358,Reunion,France,-21.1151,55.5364,2020-02-22,0
8359,Saint Barthelemy,France,17.9,-62.8333,2020-02-22,0
8360,St Martin,France,18.0708,-63.0501,2020-02-22,0
8361,Martinique,France,14.6415,-61.0242,2020-02-22,0
8362,,France,46.2276,2.2137,2020-02-22,12
8363,,Gabon,-0.8037,11.6094,2020-02-22,0
8364,,Gambia,13.4432,-15.3101,2020-02-22,0
8365,,Georgia,42.3154,43.3569,2020-02-22,0
8366,,Germany,51.165691,10.451526,2020-02-22,16
8367,,Ghana,7.9465,-1.0232,2020-02-22,0
8368,,Greece,39.0742,21.8243,2020-02-22,0
8369,,Guatemala,15.7835,-90.2308,2020-02-22,0
8370,,Guinea,9.9456,-9.6966,2020-02-22,0
8371,,Guyana,4.860416000000002,-58.93018000000001,2020-02-22,0
8372,,Haiti,18.9712,-72.2852,2020-02-22,0
8373,,Holy See,41.9029,12.4534,2020-02-22,0
8374,,Honduras,15.2,-86.2419,2020-02-22,0
8375,,Hungary,47.1625,19.5033,2020-02-22,0
8376,,Iceland,64.9631,-19.0208,2020-02-22,0
8377,,India,20.593684,78.96288,2020-02-22,3
8378,,Indonesia,-0.7893,113.9213,2020-02-22,0
8379,,Iran,32.427908,53.68804599999999,2020-02-22,28
8380,,Iraq,33.223191,43.679291,2020-02-22,0
8381,,Ireland,53.1424,-7.6921,2020-02-22,0
8382,,Israel,31.046051,34.851612,2020-02-22,1
8383,,Italy,41.87194,12.56738,2020-02-22,62
8384,,Jamaica,18.1096,-77.2975,2020-02-22,0
8385,,Japan,36.204824,138.252924,2020-02-22,137
8386,,Jordan,31.24,36.51,2020-02-22,0
8387,,Kazakhstan,48.0196,66.9237,2020-02-22,0
8388,,Kenya,-0.0236,37.9062,2020-02-22,0
8389,,"Korea, South",35.90775700000001,127.766922,2020-02-22,433
8390,,Kuwait,29.31166,47.481766,2020-02-22,0
8391,,Kyrgyzstan,41.20438,74.766098,2020-02-22,0
8392,,Latvia,56.8796,24.6032,2020-02-22,0
8393,,Lebanon,33.8547,35.8623,2020-02-22,1
8394,,Liberia,6.4280550000000005,-9.429499,2020-02-22,0
8395,,Liechtenstein,47.14,9.55,2020-02-22,0
8396,,Lithuania,55.1694,23.8813,2020-02-22,0
8397,,Luxembourg,49.8153,6.1296,2020-02-22,0
8398,,Madagascar,-18.766947,46.869107,2020-02-22,0
8399,,Malaysia,4.210483999999999,101.975766,2020-02-22,22
8400,,Maldives,3.2028,73.2207,2020-02-22,0
8401,,Malta,35.9375,14.3754,2020-02-22,0
8402,,Mauritania,21.0079,-10.9408,2020-02-22,0
8403,,Mauritius,-20.348404,57.552152,2020-02-22,0
8404,,Mexico,23.6345,-102.5528,2020-02-22,0
8405,,Moldova,47.4116,28.3699,2020-02-22,0
8406,,Monaco,43.7333,7.4167,2020-02-22,0
8407,,Mongolia,46.8625,103.8467,2020-02-22,0
8408,,Montenegro,42.708678000000006,19.37439,2020-02-22,0
8409,,Morocco,31.7917,-7.0926,2020-02-22,0
8410,,Namibia,-22.9576,18.4904,2020-02-22,0
8411,,Nepal,28.1667,84.25,2020-02-22,1
8412,Aruba,Netherlands,12.5211,-69.9683,2020-02-22,0
8413,Curacao,Netherlands,12.1696,-68.99,2020-02-22,0
8414,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-22,0
8415,,Netherlands,52.1326,5.2913,2020-02-22,0
8416,,New Zealand,-40.9006,174.886,2020-02-22,0
8417,,Nicaragua,12.865416,-85.207229,2020-02-22,0
8418,,Niger,17.607789,8.081666,2020-02-22,0
8419,,Nigeria,9.082,8.6753,2020-02-22,0
8420,,North Macedonia,41.6086,21.7453,2020-02-22,0
8421,,Norway,60.472,8.4689,2020-02-22,0
8422,,Oman,21.512583,55.92325500000001,2020-02-22,0
8423,,Pakistan,30.3753,69.3451,2020-02-22,0
8424,,Panama,8.538,-80.7821,2020-02-22,0
8425,,Papua New Guinea,-6.314993,143.95555,2020-02-22,0
8426,,Paraguay,-23.4425,-58.4438,2020-02-22,0
8427,,Peru,-9.19,-75.0152,2020-02-22,0
8428,,Philippines,12.879721,121.774017,2020-02-22,3
8429,,Poland,51.9194,19.1451,2020-02-22,0
8430,,Portugal,39.3999,-8.2245,2020-02-22,0
8431,,Qatar,25.3548,51.1839,2020-02-22,0
8432,,Romania,45.9432,24.9668,2020-02-22,0
8433,,Russia,61.52401,105.318756,2020-02-22,2
8434,,Rwanda,-1.9403,29.8739,2020-02-22,0
8435,,Saint Lucia,13.9094,-60.9789,2020-02-22,0
8436,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-22,0
8437,,San Marino,43.9424,12.4578,2020-02-22,0
8438,,Saudi Arabia,23.885942,45.079162,2020-02-22,0
8439,,Senegal,14.4974,-14.4524,2020-02-22,0
8440,,Serbia,44.0165,21.0059,2020-02-22,0
8441,,Seychelles,-4.6796,55.492,2020-02-22,0
8442,,Singapore,1.2833,103.8333,2020-02-22,85
8443,,Slovakia,48.669,19.699,2020-02-22,0
8444,,Slovenia,46.1512,14.9955,2020-02-22,0
8445,,Somalia,5.152149,46.199616,2020-02-22,0
8446,,South Africa,-30.5595,22.9375,2020-02-22,0
8447,,Spain,40.463667,-3.74922,2020-02-22,2
8448,,Sri Lanka,7.873054,80.77179699999998,2020-02-22,1
8449,,Sudan,12.8628,30.2176,2020-02-22,0
8450,,Suriname,3.9193,-56.0278,2020-02-22,0
8451,,Sweden,60.128161,18.643501,2020-02-22,1
8452,,Switzerland,46.8182,8.2275,2020-02-22,0
8453,,Taiwan*,23.7,121.0,2020-02-22,26
8454,,Tanzania,-6.369028,34.888822,2020-02-22,0
8455,,Thailand,15.870032,100.992541,2020-02-22,35
8456,,Togo,8.6195,0.8248,2020-02-22,0
8457,,Trinidad and Tobago,10.6918,-61.2225,2020-02-22,0
8458,,Tunisia,33.886917,9.537499,2020-02-22,0
8459,,Turkey,38.9637,35.2433,2020-02-22,0
8460,,Uganda,1.373333,32.290275,2020-02-22,0
8461,,Ukraine,48.3794,31.1656,2020-02-22,0
8462,,United Arab Emirates,23.424076,53.847818,2020-02-22,13
8463,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-22,0
8464,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-22,0
8465,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-22,0
8466,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-22,0
8467,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-22,0
8468,Montserrat,United Kingdom,16.742498,-62.187366,2020-02-22,0
8469,,United Kingdom,55.3781,-3.4360000000000004,2020-02-22,23
8470,,Uruguay,-32.5228,-55.7658,2020-02-22,0
8471,,US,40.0,-100.0,2020-02-22,15
8472,,Uzbekistan,41.377491,64.585262,2020-02-22,0
8473,,Venezuela,6.4238,-66.5897,2020-02-22,0
8474,,Vietnam,14.058324,108.277199,2020-02-22,16
8475,,Zambia,-13.133897,27.849332,2020-02-22,0
8476,,Zimbabwe,-19.015438,29.154857,2020-02-22,0
8477,Diamond Princess,Canada,0.0,0.0,2020-02-22,0
8478,,Dominica,15.415,-61.371,2020-02-22,0
8479,,Grenada,12.1165,-61.679,2020-02-22,0
8480,,Mozambique,-18.665695,35.529562,2020-02-22,0
8481,,Syria,34.802075,38.99681500000001,2020-02-22,0
8482,,Timor-Leste,-8.874217,125.727539,2020-02-22,0
8483,,Belize,17.1899,-88.4976,2020-02-22,0
8484,,Laos,19.85627,102.495496,2020-02-22,0
8485,,Libya,26.3351,17.228331,2020-02-22,0
8486,,West Bank and Gaza,31.9522,35.2332,2020-02-22,0
8487,,Guinea-Bissau,11.8037,-15.1804,2020-02-22,0
8488,,Mali,17.570692,-3.996166000000001,2020-02-22,0
8489,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-22,0
8490,Northwest Territories,Canada,64.8255,-124.8457,2020-02-22,0
8491,Yukon,Canada,64.2823,-135.0,2020-02-22,0
8492,,Kosovo,42.602636,20.902977,2020-02-22,0
8493,,Burma,21.9162,95.956,2020-02-22,0
8494,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-22,0
8495,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-22,0
8496,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-22,0
8497,,MS Zaandam,0.0,0.0,2020-02-22,0
8498,,Botswana,-22.3285,24.6849,2020-02-22,0
8499,,Burundi,-3.3731,29.9189,2020-02-22,0
8500,,Sierra Leone,8.460555000000001,-11.779889,2020-02-22,0
8501,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-02-22,0
8502,,Malawi,-13.2543,34.3015,2020-02-22,0
8503,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-22,0
8504,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-22,0
8505,,South Sudan,6.877000000000002,31.307,2020-02-22,0
8506,,Western Sahara,24.2155,-12.8858,2020-02-22,0
8507,,Sao Tome and Principe,0.1864,6.6131,2020-02-22,0
8508,,Yemen,15.552727,48.516388,2020-02-22,0
8509,,Comoros,-11.6455,43.3333,2020-02-22,0
8510,,Tajikistan,38.861,71.2761,2020-02-22,0
8511,,Lesotho,-29.61,28.2336,2020-02-22,0
8512,,Afghanistan,33.93911,67.709953,2020-02-23,0
8513,,Albania,41.1533,20.1683,2020-02-23,0
8514,,Algeria,28.0339,1.6596,2020-02-23,0
8515,,Andorra,42.5063,1.5218,2020-02-23,0
8516,,Angola,-11.2027,17.8739,2020-02-23,0
8517,,Antigua and Barbuda,17.0608,-61.7964,2020-02-23,0
8518,,Argentina,-38.4161,-63.6167,2020-02-23,0
8519,,Armenia,40.0691,45.0382,2020-02-23,0
8520,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-23,0
8521,New South Wales,Australia,-33.8688,151.2093,2020-02-23,4
8522,Northern Territory,Australia,-12.4634,130.8456,2020-02-23,0
8523,Queensland,Australia,-27.4698,153.0251,2020-02-23,5
8524,South Australia,Australia,-34.9285,138.6007,2020-02-23,2
8525,Tasmania,Australia,-42.8821,147.3272,2020-02-23,0
8526,Victoria,Australia,-37.8136,144.9631,2020-02-23,4
8527,Western Australia,Australia,-31.9505,115.8605,2020-02-23,0
8528,,Austria,47.5162,14.5501,2020-02-23,0
8529,,Azerbaijan,40.1431,47.5769,2020-02-23,0
8530,,Bahamas,25.025885,-78.035889,2020-02-23,0
8531,,Bahrain,26.0275,50.55,2020-02-23,0
8532,,Bangladesh,23.685,90.3563,2020-02-23,0
8533,,Barbados,13.1939,-59.5432,2020-02-23,0
8534,,Belarus,53.7098,27.9534,2020-02-23,0
8535,,Belgium,50.8333,4.469936,2020-02-23,1
8536,,Benin,9.3077,2.3158,2020-02-23,0
8537,,Bhutan,27.5142,90.4336,2020-02-23,0
8538,,Bolivia,-16.2902,-63.5887,2020-02-23,0
8539,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-23,0
8540,,Brazil,-14.235,-51.9253,2020-02-23,0
8541,,Brunei,4.5353,114.7277,2020-02-23,0
8542,,Bulgaria,42.7339,25.4858,2020-02-23,0
8543,,Burkina Faso,12.2383,-1.5616,2020-02-23,0
8544,,Cabo Verde,16.5388,-23.0418,2020-02-23,0
8545,,Cambodia,11.55,104.9167,2020-02-23,1
8546,,Cameroon,3.848,11.5021,2020-02-23,0
8547,Alberta,Canada,53.9333,-116.5765,2020-02-23,0
8548,British Columbia,Canada,53.7267,-127.6476,2020-02-23,6
8549,Grand Princess,Canada,0.0,0.0,2020-02-23,0
8550,Manitoba,Canada,53.7609,-98.8139,2020-02-23,0
8551,New Brunswick,Canada,46.5653,-66.4619,2020-02-23,0
8552,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-23,0
8553,Nova Scotia,Canada,44.682,-63.7443,2020-02-23,0
8554,Ontario,Canada,51.2538,-85.3232,2020-02-23,3
8555,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-23,0
8556,Quebec,Canada,52.9399,-73.5491,2020-02-23,0
8557,Saskatchewan,Canada,52.9399,-106.4509,2020-02-23,0
8558,,Central African Republic,6.6111,20.9394,2020-02-23,0
8559,,Chad,15.4542,18.7322,2020-02-23,0
8560,,Chile,-35.6751,-71.543,2020-02-23,2
8561,Anhui,China,31.8257,117.2264,2020-02-23,989
8562,Beijing,China,40.1824,116.4142,2020-02-23,399
8563,Chongqing,China,30.0572,107.874,2020-02-23,575
8564,Fujian,China,26.0789,117.9874,2020-02-23,293
8565,Gansu,China,35.7518,104.2861,2020-02-23,91
8566,Guangdong,China,23.3417,113.4244,2020-02-23,1342
8567,Guangxi,China,23.8298,108.7881,2020-02-23,249
8568,Guizhou,China,26.8154,106.8748,2020-02-23,146
8569,Hainan,China,19.1959,109.7453,2020-02-23,168
8570,Hebei,China,39.549,116.1306,2020-02-23,311
8571,Heilongjiang,China,47.862,127.7615,2020-02-23,480
8572,Henan,China,37.8957,114.9042,2020-02-23,1271
8573,Hong Kong,China,22.3,114.2,2020-02-23,74
8574,Hubei,China,30.9756,112.2707,2020-02-23,64084
8575,Hunan,China,27.6104,111.7088,2020-02-23,1016
8576,Inner Mongolia,China,44.0935,113.9448,2020-02-23,75
8577,Jiangsu,China,32.9711,119.455,2020-02-23,631
8578,Jiangxi,China,27.614,115.7221,2020-02-23,934
8579,Jilin,China,43.6661,126.1923,2020-02-23,91
8580,Liaoning,China,41.2956,122.6085,2020-02-23,121
8581,Macau,China,22.1667,113.55,2020-02-23,10
8582,Ningxia,China,37.2692,106.1655,2020-02-23,71
8583,Qinghai,China,35.7452,95.9956,2020-02-23,18
8584,Shaanxi,China,35.1917,108.8701,2020-02-23,245
8585,Shandong,China,36.3427,118.1498,2020-02-23,754
8586,Shanghai,China,31.202,121.4491,2020-02-23,335
8587,Shanxi,China,37.5777,112.2922,2020-02-23,132
8588,Sichuan,China,30.6171,102.7103,2020-02-23,526
8589,Tianjin,China,39.3054,117.323,2020-02-23,135
8590,Tibet,China,31.6927,88.0924,2020-02-23,1
8591,Xinjiang,China,41.1129,85.2401,2020-02-23,76
8592,Yunnan,China,24.974,101.487,2020-02-23,174
8593,Zhejiang,China,29.1832,120.0934,2020-02-23,1205
8594,,Colombia,4.5709,-74.2973,2020-02-23,0
8595,,Congo (Brazzaville),-0.228,15.8277,2020-02-23,0
8596,,Congo (Kinshasa),-4.0383,21.7587,2020-02-23,0
8597,,Costa Rica,9.7489,-83.7534,2020-02-23,0
8598,,Cote d'Ivoire,7.54,-5.5471,2020-02-23,0
8599,,Croatia,45.1,15.2,2020-02-23,0
8600,,Diamond Princess,0.0,0.0,2020-02-23,691
8601,,Cuba,21.521757,-77.78116700000002,2020-02-23,0
8602,,Cyprus,35.1264,33.4299,2020-02-23,0
8603,,Czechia,49.8175,15.473,2020-02-23,0
8604,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-23,0
8605,Greenland,Denmark,71.7069,-42.6043,2020-02-23,0
8606,,Denmark,56.2639,9.5018,2020-02-23,0
8607,,Djibouti,11.8251,42.5903,2020-02-23,0
8608,,Dominican Republic,18.7357,-70.1627,2020-02-23,0
8609,,Ecuador,-1.8312,-78.1834,2020-02-23,0
8610,,Egypt,26.820553000000004,30.802498,2020-02-23,1
8611,,El Salvador,13.7942,-88.8965,2020-02-23,0
8612,,Equatorial Guinea,1.6508,10.2679,2020-02-23,0
8613,,Eritrea,15.1794,39.7823,2020-02-23,0
8614,,Estonia,58.5953,25.0136,2020-02-23,0
8615,,Eswatini,-26.5225,31.4659,2020-02-23,0
8616,,Ethiopia,9.145,40.4897,2020-02-23,0
8617,,Fiji,-17.7134,178.065,2020-02-23,0
8618,,Finland,61.92411,25.748151,2020-02-23,1
8619,French Guiana,France,3.9339,-53.1258,2020-02-23,0
8620,French Polynesia,France,-17.6797,149.4068,2020-02-23,0
8621,Guadeloupe,France,16.265,-61.551,2020-02-23,0
8622,Mayotte,France,-12.8275,45.166244,2020-02-23,0
8623,New Caledonia,France,-20.904305,165.618042,2020-02-23,0
8624,Reunion,France,-21.1151,55.5364,2020-02-23,0
8625,Saint Barthelemy,France,17.9,-62.8333,2020-02-23,0
8626,St Martin,France,18.0708,-63.0501,2020-02-23,0
8627,Martinique,France,14.6415,-61.0242,2020-02-23,0
8628,,France,46.2276,2.2137,2020-02-23,12
8629,,Gabon,-0.8037,11.6094,2020-02-23,0
8630,,Gambia,13.4432,-15.3101,2020-02-23,0
8631,,Georgia,42.3154,43.3569,2020-02-23,0
8632,,Germany,51.165691,10.451526,2020-02-23,16
8633,,Ghana,7.9465,-1.0232,2020-02-23,0
8634,,Greece,39.0742,21.8243,2020-02-23,0
8635,,Guatemala,15.7835,-90.2308,2020-02-23,0
8636,,Guinea,9.9456,-9.6966,2020-02-23,0
8637,,Guyana,4.860416000000002,-58.93018000000001,2020-02-23,0
8638,,Haiti,18.9712,-72.2852,2020-02-23,0
8639,,Holy See,41.9029,12.4534,2020-02-23,0
8640,,Honduras,15.2,-86.2419,2020-02-23,0
8641,,Hungary,47.1625,19.5033,2020-02-23,0
8642,,Iceland,64.9631,-19.0208,2020-02-23,0
8643,,India,20.593684,78.96288,2020-02-23,3
8644,,Indonesia,-0.7893,113.9213,2020-02-23,0
8645,,Iran,32.427908,53.68804599999999,2020-02-23,43
8646,,Iraq,33.223191,43.679291,2020-02-23,0
8647,,Ireland,53.1424,-7.6921,2020-02-23,0
8648,,Israel,31.046051,34.851612,2020-02-23,1
8649,,Italy,41.87194,12.56738,2020-02-23,155
8650,,Jamaica,18.1096,-77.2975,2020-02-23,0
8651,,Japan,36.204824,138.252924,2020-02-23,149
8652,,Jordan,31.24,36.51,2020-02-23,0
8653,,Kazakhstan,48.0196,66.9237,2020-02-23,0
8654,,Kenya,-0.0236,37.9062,2020-02-23,0
8655,,"Korea, South",35.90775700000001,127.766922,2020-02-23,602
8656,,Kuwait,29.31166,47.481766,2020-02-23,0
8657,,Kyrgyzstan,41.20438,74.766098,2020-02-23,0
8658,,Latvia,56.8796,24.6032,2020-02-23,0
8659,,Lebanon,33.8547,35.8623,2020-02-23,1
8660,,Liberia,6.4280550000000005,-9.429499,2020-02-23,0
8661,,Liechtenstein,47.14,9.55,2020-02-23,0
8662,,Lithuania,55.1694,23.8813,2020-02-23,0
8663,,Luxembourg,49.8153,6.1296,2020-02-23,0
8664,,Madagascar,-18.766947,46.869107,2020-02-23,0
8665,,Malaysia,4.210483999999999,101.975766,2020-02-23,22
8666,,Maldives,3.2028,73.2207,2020-02-23,0
8667,,Malta,35.9375,14.3754,2020-02-23,0
8668,,Mauritania,21.0079,-10.9408,2020-02-23,0
8669,,Mauritius,-20.348404,57.552152,2020-02-23,0
8670,,Mexico,23.6345,-102.5528,2020-02-23,0
8671,,Moldova,47.4116,28.3699,2020-02-23,0
8672,,Monaco,43.7333,7.4167,2020-02-23,0
8673,,Mongolia,46.8625,103.8467,2020-02-23,0
8674,,Montenegro,42.708678000000006,19.37439,2020-02-23,0
8675,,Morocco,31.7917,-7.0926,2020-02-23,0
8676,,Namibia,-22.9576,18.4904,2020-02-23,0
8677,,Nepal,28.1667,84.25,2020-02-23,1
8678,Aruba,Netherlands,12.5211,-69.9683,2020-02-23,0
8679,Curacao,Netherlands,12.1696,-68.99,2020-02-23,0
8680,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-23,0
8681,,Netherlands,52.1326,5.2913,2020-02-23,0
8682,,New Zealand,-40.9006,174.886,2020-02-23,0
8683,,Nicaragua,12.865416,-85.207229,2020-02-23,0
8684,,Niger,17.607789,8.081666,2020-02-23,0
8685,,Nigeria,9.082,8.6753,2020-02-23,0
8686,,North Macedonia,41.6086,21.7453,2020-02-23,0
8687,,Norway,60.472,8.4689,2020-02-23,0
8688,,Oman,21.512583,55.92325500000001,2020-02-23,0
8689,,Pakistan,30.3753,69.3451,2020-02-23,0
8690,,Panama,8.538,-80.7821,2020-02-23,0
8691,,Papua New Guinea,-6.314993,143.95555,2020-02-23,0
8692,,Paraguay,-23.4425,-58.4438,2020-02-23,0
8693,,Peru,-9.19,-75.0152,2020-02-23,0
8694,,Philippines,12.879721,121.774017,2020-02-23,3
8695,,Poland,51.9194,19.1451,2020-02-23,0
8696,,Portugal,39.3999,-8.2245,2020-02-23,0
8697,,Qatar,25.3548,51.1839,2020-02-23,0
8698,,Romania,45.9432,24.9668,2020-02-23,0
8699,,Russia,61.52401,105.318756,2020-02-23,2
8700,,Rwanda,-1.9403,29.8739,2020-02-23,0
8701,,Saint Lucia,13.9094,-60.9789,2020-02-23,0
8702,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-23,0
8703,,San Marino,43.9424,12.4578,2020-02-23,0
8704,,Saudi Arabia,23.885942,45.079162,2020-02-23,0
8705,,Senegal,14.4974,-14.4524,2020-02-23,0
8706,,Serbia,44.0165,21.0059,2020-02-23,0
8707,,Seychelles,-4.6796,55.492,2020-02-23,0
8708,,Singapore,1.2833,103.8333,2020-02-23,89
8709,,Slovakia,48.669,19.699,2020-02-23,0
8710,,Slovenia,46.1512,14.9955,2020-02-23,0
8711,,Somalia,5.152149,46.199616,2020-02-23,0
8712,,South Africa,-30.5595,22.9375,2020-02-23,0
8713,,Spain,40.463667,-3.74922,2020-02-23,2
8714,,Sri Lanka,7.873054,80.77179699999998,2020-02-23,1
8715,,Sudan,12.8628,30.2176,2020-02-23,0
8716,,Suriname,3.9193,-56.0278,2020-02-23,0
8717,,Sweden,60.128161,18.643501,2020-02-23,1
8718,,Switzerland,46.8182,8.2275,2020-02-23,0
8719,,Taiwan*,23.7,121.0,2020-02-23,28
8720,,Tanzania,-6.369028,34.888822,2020-02-23,0
8721,,Thailand,15.870032,100.992541,2020-02-23,35
8722,,Togo,8.6195,0.8248,2020-02-23,0
8723,,Trinidad and Tobago,10.6918,-61.2225,2020-02-23,0
8724,,Tunisia,33.886917,9.537499,2020-02-23,0
8725,,Turkey,38.9637,35.2433,2020-02-23,0
8726,,Uganda,1.373333,32.290275,2020-02-23,0
8727,,Ukraine,48.3794,31.1656,2020-02-23,0
8728,,United Arab Emirates,23.424076,53.847818,2020-02-23,13
8729,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-23,0
8730,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-23,0
8731,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-23,0
8732,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-23,0
8733,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-23,0
8734,Montserrat,United Kingdom,16.742498,-62.187366,2020-02-23,0
8735,,United Kingdom,55.3781,-3.4360000000000004,2020-02-23,28
8736,,Uruguay,-32.5228,-55.7658,2020-02-23,0
8737,,US,40.0,-100.0,2020-02-23,15
8738,,Uzbekistan,41.377491,64.585262,2020-02-23,0
8739,,Venezuela,6.4238,-66.5897,2020-02-23,0
8740,,Vietnam,14.058324,108.277199,2020-02-23,16
8741,,Zambia,-13.133897,27.849332,2020-02-23,0
8742,,Zimbabwe,-19.015438,29.154857,2020-02-23,0
8743,Diamond Princess,Canada,0.0,0.0,2020-02-23,0
8744,,Dominica,15.415,-61.371,2020-02-23,0
8745,,Grenada,12.1165,-61.679,2020-02-23,0
8746,,Mozambique,-18.665695,35.529562,2020-02-23,0
8747,,Syria,34.802075,38.99681500000001,2020-02-23,0
8748,,Timor-Leste,-8.874217,125.727539,2020-02-23,0
8749,,Belize,17.1899,-88.4976,2020-02-23,0
